,cv_accuracy,cv_precision,cv_recall,model_name
0,0.7721988575732849,0.7032656586116477,0.701918158567775,DecisionTreeClassifier
1,0.8036218693114054,0.7626048026048025,0.707459505541347,RandomForestClassifier
